Candidate,Party,State,Office,Incumbency,Result,Total Money
"EAKIN, J MICHAEL",REPUBLICAN,PA,SUPREME COURT-EAKIN SEAT,Incumbent,Won-Retention,629755.53
"WECHT, DAVID N",DEMOCRATIC,PA,APPELLATE SUPERIOR-OPEN SEAT,Open,Won-General,575634.30
"COVEY, ANNE",REPUBLICAN,PA,APPELLATE COMMONWEALTH-OPEN SEAT,Open,Won-General,553092.71
"MEDAGLIA, LARRY",REPUBLICAN,PA,SENATE DISTRICT 011,Open,Lost-General,446153.10
"STABILE, VIC",REPUBLICAN,PA,APPELLATE SUPERIOR-OPEN SEAT,Open,Lost-General,413665.06
"BOOCKVAR, KATHRYN (KATHY)",DEMOCRATIC,PA,APPELLATE COMMONWEALTH-OPEN SEAT,Open,Lost-General,265835.84
"SCHWANK, JUDY",DEMOCRATIC,PA,SENATE DISTRICT 011,Open,Won-General,192828.59
"HARRIS, LEWIS",REPUBLICAN,PA,HOUSE DISTRICT 185,Open,Lost-General,0.00
"DONATUCCI, MARIA P",DEMOCRATIC,PA,HOUSE DISTRICT 185,Open,Won-General,0.00
"BENDER, JOHN T",REPUBLICAN,PA,APPELLATE SUPERIOR-BENDER SEAT,Incumbent,Won-Retention,0.00
"BOWES, MARY JANE",REPUBLICAN,PA,APPELLATE SUPERIOR-BOWES SEAT,Incumbent,Won-Retention,0.00
"LEAVITT, M HANNAH",REPUBLICAN,PA,APPELLATE COMMONWEALTH-LEAVITT SEAT,Incumbent,Won-Retention,0.00
"SIMPSON JR, ROBERT E",REPUBLICAN,PA,APPELLATE COMMONWEALTH-SIMPSON SEAT,Incumbent,Won-Retention,0.00
"JUBELIRER, RENEE COHN",REPUBLICAN,PA,APPELLATE COMMONWEALTH-JUBELIRER SEAT,Incumbent,Won-Retention,0.00
"MELVIN, JOAN ORIE",REPUBLICAN,PA,SUPREME COURT-MELVIN SEAT,Incumbent,Withdrew-General,0.00
