office,candidate,party,state,incumbency,result,total money,district
Attorney General,Mark Shurtleff,REP,UT,Incumbent,Won-General,1414391.82,nan
Governor,Jon Huntsman Jr.,REP,UT,Incumbent,Won-General,1077518.34,nan
State Senator,John Valentine,REP,UT,Incumbent,Won-General,345065.71,14
State Senator,Curt Bramble,REP,UT,Incumbent,Won-General,220973.59,16
State Representative,Greg Curtis,REP,UT,Incumbent,Lost-General,188123.63,49
State Senator,Chris Buttars,REP,UT,Incumbent,Won-General,187222.66,10
State Senator,David Hinkins,REP,UT,Open,Won-General,171840.0,27
Governor,Bob Springmeyer,DEM,UT,Challenger,Lost-General,165792.98,nan
State Representative,David Clark,REP,UT,Incumbent,Won-General,155801.0,74
State Senator,Mark Benson Madsen,REP,UT,Incumbent,Won-General,140491.17,13
State Senator,Karen Mayne,DEM,UT,Incumbent,Won-General,133984.76,5
State Representative,Greg Hughes,REP,UT,Incumbent,Won-General,130967.59,51
Attorney General,Jean Welch Hill,DEM,UT,Challenger,Lost-General,124512.53,nan
State Senator,Carlene Walker,REP,UT,Incumbent,Lost-General,110172.21,8
State Senator,Michael Waddoups,REP,UT,Incumbent,Won-General,100129.42,6
State Senator,Carlton Christensen,REP,UT,Open,Lost-General,97172.13,1
State Senator,Daniel Liljenquist,REP,UT,Open,Won-General,89191.0,23
State Senator,Luz Robles Escamilla,DEM,UT,Open,Won-General,85514.31,1
State Senator,Steve Urquhart,REP,UT,Open,Won-General,82079.67,29
State Representative,Lavar Christensen,REP,UT,Open,Lost-General,80678.42,48
State Representative,Brad Dee,REP,UT,Incumbent,Won-General,74001.0,11
Treasurer,Richard Ellis,REP,UT,Open,Won-General,71059.33,nan
State Representative,Carl Wimmer,REP,UT,Incumbent,Won-General,67670.49,52
State Senator,Brad King,DEM,UT,Open,Lost-General,67441.96,27
State Senator,John Rendell,DEM,UT,Challenger,Lost-General,64836.17,10
State Senator,Karen Morgan,DEM,UT,Challenger,Won-General,64417.13,8
State Representative,David Litvack,DEM,UT,Incumbent,Won-General,60852.51,26
State Representative,Jackie Biskupski,DEM,UT,Incumbent,Won-General,57767.0,30
State Representative,Jay Seegmiller,DEM,UT,Challenger,Won-General,56834.29,49
State Representative,Brian King,DEM,UT,Open,Won-General,55531.2,28
State Senator,Allen Christensen,REP,UT,Incumbent,Won-General,54296.0,19
State Representative,Jim Dunnigan,REP,UT,Incumbent,Won-General,53321.0,39
State Senator,Scott Jenkins,REP,UT,Incumbent,Won-General,52751.0,20
State Representative,Rebecca Lockhart,REP,UT,Incumbent,Won-General,50959.6,64
State Representative,Becky Edwards,REP,UT,Open,Won-General,49299.12,20
State Representative,Ron Bigelow,REP,UT,Incumbent,Won-General,48132.6,32
State Senator,Brooks Pace,DEM,UT,Open,Lost-General,47535.64,29
State Representative,Steve Baugh,DEM,UT,Challenger,Lost-General,47312.16,58
State Representative,Christopher Niles Herrod,REP,UT,Incumbent,Won-General,43275.3,62
State Representative,Rebecca Chavez-Houck,DEM,UT,Incumbent,Won-General,41711.94,24
State Representative,Kevin Garn,REP,UT,Incumbent,Won-General,40451.0,16
State Representative,Mike Morley,REP,UT,Incumbent,Won-General,40139.0,66
State Representative,Todd Kiser,REP,UT,Incumbent,Won-General,40108.87,41
State Representative,Brian Monsen,REP,UT,Open,Lost-General,39990.08,45
State Representative,Jeffrey Morrow,REP,UT,Open,Lost-General,39161.38,28
State Senator,Radene Hatfield,DEM,UT,Challenger,Lost-General,39124.69,16
State Representative,Gage Froerer,REP,UT,Incumbent,Won-General,38362.2,8
State Representative,Trisha Beck,DEM,UT,Open,Won-General,38058.16,48
State Representative,Carol Spackman Moss,DEM,UT,Incumbent,Won-General,37238.02,37
State Representative,Laura Black,DEM,UT,Open,Won-General,37159.63,45
State Representative,Jen Seelig,DEM,UT,Incumbent,Won-General,36855.31,23
State Representative,Ryan Wilcox,REP,UT,Open,Won-General,36705.27,7
State Representative,Stephen Eric Sandstrom,REP,UT,Incumbent,Won-General,36200.51,58
Governor,Monty Millionaire Nafoosi,DEM,UT,Open,Lost-Convention,35666.0,nan
State Senator,Ralph Okerlund,REP,UT,Open,Won-General,35305.59,24
State Representative,Stephen Clark,REP,UT,Incumbent,Won-General,35029.97,63
State Representative,Brad Winn,REP,UT,Incumbent,Won-General,35026.0,68
State Representative,Curtis Oda,REP,UT,Incumbent,Won-General,34082.55,14
State Representative,Kraig Powell,REP,UT,Open,Won-General,33875.0,54
State Representative,Joseph Jarvis,REP,UT,Challenger,Lost-General,32974.0,24
State Representative,Brent Wallis,REP,UT,Open,Won-General,32755.0,10
State Representative,Claralyn Hill,DEM,UT,Challenger,Lost-General,32518.0,62
State Representative,Phil Riesen,DEM,UT,Incumbent,Won-General,31962.17,36
State Representative,Paul Thompson,DEM,UT,Challenger,Lost-General,30014.21,59
State Representative,Edgar Allen,DEM,UT,Open,Lost-General,29970.59,10
State Representative,Katherine Lofft,DEM,UT,Challenger,Lost-General,29796.08,53
State Representative,Brad Last,REP,UT,Incumbent,Won-General,29701.0,71
State Representative,Kerry Gibson,REP,UT,Incumbent,Won-General,29238.44,6
State Representative,Keith Grover,REP,UT,Incumbent,Won-General,29072.75,61
State Representative,Mike Noel,REP,UT,Incumbent,Won-General,28701.0,73
State Senator,Lyle Hillyard,REP,UT,Incumbent,Won-General,28436.0,25
State Senator,Steven Olsen,DEM,UT,Challenger,Lost-General,28029.9,20
State Representative,Eric Hutchings,REP,UT,Incumbent,Won-General,27804.65,38
State Representative,Christine Johnson,DEM,UT,Incumbent,Won-General,27574.52,25
State Representative,Lorie Fowlke,REP,UT,Incumbent,Won-General,27451.0,59
State Representative,Lisa Johnson,DEM,UT,Challenger,Lost-General,26509.71,51
State Representative,Tim Cosgrove,DEM,UT,Incumbent,Won-General,26458.46,44
State Representative,Paul Ray,REP,UT,Incumbent,Won-General,24740.32,13
State Representative,Debbie Swenson,DEM,UT,Challenger,Lost-General,24453.97,66
State Representative,Merlynn Newbold,REP,UT,Incumbent,Won-General,23977.0,50
State Representative,Daniel Marriott,REP,UT,Challenger,Lost-General,23921.1,40
State Representative,Ben Ferry,REP,UT,Incumbent,Won-General,23822.29,2
State Representative,Brad Daw,REP,UT,Incumbent,Won-General,23733.28,60
State Representative,Michael Lee,DEM,UT,Challenger,Lost-General,23096.23,32
State Representative,Craig Frank,REP,UT,Incumbent,Won-General,22925.09,57
State Representative,Lynn Hemingway,DEM,UT,Incumbent,Won-General,22529.6,40
State Representative,Janice Fisher,DEM,UT,Incumbent,Won-General,21772.63,29
State Representative,Jeremy Peterson,REP,UT,Challenger,Lost-General,21424.15,9
State Representative,Boyd Jay Petersen,DEM,UT,Challenger,Lost-General,21006.05,64
State Representative,Jim Bird,REP,UT,Incumbent,Won-General,20962.0,42
State Representative,Jennifer Burley Wolfe,DEM,UT,Challenger,Lost-General,20483.27,47
State Representative,Sheryl Allen,REP,UT,Incumbent,Won-General,20104.35,19
State Representative,Ronda Rudd Menlove,REP,UT,Incumbent,Won-General,19888.73,1
State Representative,Melvin Brown,REP,UT,Incumbent,Won-General,19491.0,53
State Representative,Wayne Harper,REP,UT,Incumbent,Won-General,18875.0,43
State Representative,Drew Quinn,REP,UT,Challenger,Lost-General,18749.41,36
State Representative,Patrick Painter,REP,UT,Incumbent,Won-General,18391.2,67
State Representative,Kenneth Sumsion,REP,UT,Incumbent,Won-General,18146.0,56
State Representative,Francis Gibson,REP,UT,Open,Won-General,17675.0,65
State Representative,Christine Watkins,DEM,UT,Open,Won-General,17663.31,69
State Representative,James Gowans,DEM,UT,Incumbent,Won-General,17619.0,21
State Representative,Charles Henderson,DEM,UT,Challenger,Lost-General,17608.37,38
State Representative,Donald Jarvis,DEM,UT,Challenger,Lost-General,17304.0,63
State Representative,Don Ipson,REP,UT,Open,Won-General,17037.2,75
State Representative,Dave Hogue,DEM,UT,Challenger,Lost-General,17031.09,52
