office,candidate,party,state,incumbency,result,total money,district
Governor,Christine Gregoire,DEM,WA,Incumbent,Won-General,13479592.63,nan
Governor,Dino Rossi,REP,WA,Challenger,Lost-General,11527889.0,nan
Attorney General,Robert McKenna,REP,WA,Incumbent,Won-General,1872851.0,nan
Commissioner Of Public Lands,Peter Goldmark,DEM,WA,Challenger,Won-General,1092497.75,nan
Commissioner Of Public Lands,Douglass Sutherland,REP,WA,Incumbent,Lost-General,670092.81,nan
Attorney General,John Ladenburg,DEM,WA,Challenger,Lost-General,585738.83,nan
State Senator,Lisa Brown,DEM,WA,Incumbent,Won-General,434261.75,3
State Senator,Michael Carrell,REP,WA,Incumbent,Won-General,378618.56,28
State Senator,Margarita Prentice,DEM,WA,Incumbent,Won-General,341281.6,11
State Representative,Reuven Carlyle,DEM,WA,Open,Won-General,338534.77,361
State Senator,Mary Margaret Haugen,DEM,WA,Incumbent,Won-General,335244.18,10
Secretary Of State,Sam Reed,REP,WA,Incumbent,Won-General,334309.13,nan
Superintendent Of Public Instruction,Terry Teresa Bergeson,IND,WA,Incumbent,Lost-General,326633.67,nan
State Representative,Liz Loomis,DEM,WA,Incumbent,Lost-General,321764.66,442
State Representative,Stephen Litzow,REP,WA,Open,Lost-General,319463.48,411
State Senator,Donald Benton,REP,WA,Incumbent,Won-General,303775.0,17
State Representative,Geoffrey Simpson,DEM,WA,Incumbent,Won-General,297552.27,471
State Representative,Frederick Wells Finn,DEM,WA,Open,Won-General,294854.49,352
State Representative,Roger Goodman,DEM,WA,Incumbent,Won-General,281987.38,451
Treasurer,James McIntire,DEM,WA,Open,Won-General,276288.23,nan
State Representative,John Burbank,DEM,WA,Open,Lost-General,252863.26,361
Superintendent Of Public Instruction,Randolph Dorn,IND,WA,Challenger,Won-General,248198.31,nan
State Representative,Kim Abel,DEM,WA,Open,Lost-General,245805.01,261
State Senator,Linda Haddon,REP,WA,Challenger,Lost-General,243306.84,10
State Senator,Michael Hewitt,REP,WA,Incumbent,Won-General,241095.0,16
State Senator,Curtis King,REP,WA,Incumbent,Won-General,237417.19,14
State Senator,Joseph Zarelli,REP,WA,Incumbent,Won-General,233885.0,18
State Representative,Timothy Knue,DEM,WA,Challenger,Lost-General,232370.33,101
State Representative,Mark Ericks,DEM,WA,Incumbent,Won-General,222305.53,12
State Representative,Lawrence Stanley Springer,DEM,WA,Incumbent,Won-General,221048.71,452
State Representative,Kevin Parker,REP,WA,Challenger,Won-General,220932.17,61
State Representative,Marcie Maxwell,DEM,WA,Open,Won-General,217210.04,411
