office,candidate,party,state,incumbency,result,total money,district
Governor,John Lynch,DEM,NH,Incumbent,Won-General,1273808.94,nan
State Senator,Lou Dallesandro,DEM,NH,Incumbent,Won-General,147490.89,20
State Senator,Theodore Gatsas,REP,NH,Incumbent,Won-General,141572.6,16
Executive Councilor,Raymond Burton,REP,NH,Incumbent,Won-General,137654.98,nan
State Senator,Margaret Wood Hassan,DEM,NH,Incumbent,Won-General,124666.5,23
Governor,Joseph Kenney,REP,NH,Challenger,Lost-General,120727.45,nan
State Senator,Molly Kelly,DEM,NH,Incumbent,Won-General,110724.0,10
State Senator,Betsi Devries,DEM,NH,Incumbent,Won-General,107891.21,18
State Senator,Kathleen Sgambati,DEM,NH,Incumbent,Won-General,100287.38,4
State Senator,Bob Letourneau,REP,NH,Incumbent,Won-General,99400.16,19
State Senator,Sylvia Larsen,DEM,NH,Incumbent,Won-General,98217.23,15
State Senator,Bud Martin,DEM,NH,Open,Lost-General,92150.57,3
State Senator,Martha Fuller Clark,DEM,NH,Incumbent,Won-General,91266.5,24
State Senator,Robert Odell Jr.,REP,NH,Incumbent,Won-General,88296.49,8
State Senator,Robert Backus,DEM,NH,Challenger,Lost-General,81514.95,16
Executive Councilor-005,Stephen Stepanek,REP,NH,Challenger,Lost-General,80660.0,nan
State Senator,Deborah Reynolds,DEM,NH,Incumbent,Won-General,79180.38,2
Executive Councilor-004,Raymond Wieczorek,REP,NH,Incumbent,Won-General,73860.0,nan
State Senator,Jacalyn Cilley,DEM,NH,Incumbent,Won-General,71676.78,6
State Senator,Harold Janeway,DEM,NH,Incumbent,Won-General,71635.61,7
State Senator,Michael Downing,REP,NH,Incumbent,Won-General,71533.83,22
State Senator,Daphne Kenyon,DEM,NH,Challenger,Lost-General,58317.9,19
State Senator,Martha Stroup McLeod,DEM,NH,Challenger,Lost-General,57407.96,1
State Senator,Matthew Houde,DEM,NH,Open,Won-General,56944.75,5
State Senator,Amanda Merrill,DEM,NH,Open,Won-General,56908.94,21
State Senator,Margaret Gilmour,DEM,NH,Open,Won-General,54761.23,12
State Senator,Bette Lasky,DEM,NH,Open,Won-General,54701.19,13
State Senator,John Gallus,REP,NH,Incumbent,Won-General,54649.0,1
State Senator,William Denley,REP,NH,Open,Won-General,53550.0,3
State Senator,Andy Sanborn,REP,NH,Challenger,Lost-General,48545.44,7
