office,candidate,party,state,incumbency,result,total money,district
U.S. Representative,Cathy McMorris Rodgers,REP,WA,Incumbent,Won-General,2668639.0,5
U.S. Representative,Suzan Delbene,DEM,WA,Incumbent,Won-General,2424255.74,1
U.S. Representative,Derek Kilmer,DEM,WA,Incumbent,Won-General,2011676.71,6
U.S. Representative,Dennis Heck,DEM,WA,Incumbent,Won-General,1891276.03,10
U.S. Representative,Jaime Lynn Herrera Beutler,REP,WA,Incumbent,Won-General,1738268.96,3
U.S. Representative,Dave Reichert,REP,WA,Incumbent,Won-General,1304913.3,8
U.S. Representative,Adam Smith,DEM,WA,Incumbent,Won-General,1088452.56,9
U.S. Representative,Rick Larsen,DEM,WA,Incumbent,Won-General,1069376.35,2
State Senator,Andrew Hill,REP,WA,Incumbent,Won-General,1036706.71,45
U.S. Representative,Daniel Newhouse,REP,WA,Open,Won-General,999981.43,4
State Senator,Steven Oban,REP,WA,Incumbent,Won-General,745248.02,28
State Senator,Shari Song,DEM,WA,Open,Lost-General,717813.45,30
U.S. Representative,Pedro Celis,REP,WA,Challenger,Lost-General,688880.64,1
U.S. Representative,Jim McDermott,DEM,WA,Incumbent,Won-General,594398.59,7
State Senator,Douglas Ericksen,REP,WA,Incumbent,Won-General,527268.22,42
State Senator,Matthew Isenhower,DEM,WA,Challenger,Lost-General,526539.61,45
State Senator,Michael Baumgartner,REP,WA,Incumbent,Won-General,500348.47,6
State Senator,Timothy Sheldon,DEM,WA,Incumbent,Won-General,488780.73,35
U.S. Representative,Clint Didier,REP,WA,Open,Lost-General,486816.38,4
State Senator,Seth Fleetwood,DEM,WA,Challenger,Lost-General,447206.96,42
State Senator,Steven Hobbs,DEM,WA,Incumbent,Won-General,439826.34,44
State Senator,Joseph Fain,REP,WA,Incumbent,Won-General,426738.46,47
State Senator,Mark Miloscia,REP,WA,Open,Won-General,418831.14,30
State Senator,Tami Green,DEM,WA,Challenger,Lost-General,409772.66,28
State Representative,Nathaniel Schlicher,DEM,WA,Challenger,Lost-General,371805.4,261
State Senator,Irene Bowling,DEM,WA,Challenger,Lost-General,355376.74,35
State Representative,Lynda Wilson,REP,WA,Challenger,Won-General,322589.5,171
State Senator,Cyrus Habib,DEM,WA,Open,Won-General,321041.78,48
State Representative,Roger Goodman,DEM,WA,Incumbent,Won-General,319846.1,451
State Representative,Monica Jurado Stonier,DEM,WA,Incumbent,Lost-General,313326.61,171
State Senator,Pramila Jayapal,DEM,WA,Open,Won-General,312913.45,37
State Representative,Christopher Hurst,INDEPENDENT DEMOCRATIC,WA,Incumbent,Won-General,311949.53,312
State Representative,Larry Seaquist,DEM,WA,Incumbent,Lost-General,308285.04,262
State Senator,Richard Cowan,DEM,WA,Challenger,Lost-General,302306.66,6
