office,candidate,party,state,incumbency,result,total money,district
U.S. Senator,Patty Murray,DEM,WA,Incumbent,Won-General,13387106.86,nan
Governor,Jay Robert Inslee,DEM,WA,Incumbent,Won-General,9736277.53,nan
Governor,William Lee Bryant II,REP,WA,Challenger,Lost-General,3905582.18,nan
U.S. Representative,Cathy McMorris Rodgers,REP,WA,Incumbent,Won-General,3285079.0,5
U.S. Representative,Pramila Jayapal,DEM,WA,Open,Won-General,2987333.33,7
U.S. Representative,Derek Kilmer,DEM,WA,Open,Won-General,2141043.76,6
U.S. Representative,Suzan Delbene,DEM,WA,Incumbent,Won-General,2057562.05,1
U.S. Representative,Brady Walkinshaw,DEM,WA,Open,Lost-General,1915657.54,7
U.S. Representative,Dave Reichert,REP,WA,Incumbent,Won-General,1655867.43,8
U.S. Representative,Dennis Heck,DEM,WA,Incumbent,Won-General,1544197.23,10
Attorney General,Robert Watson Ferguson,DEM,WA,Incumbent,Won-General,1384553.43,nan
U.S. Representative,Jaime Lynn Herrera Beutler,REP,WA,Open,Won-General,1384362.08,3
U.S. Representative,Daniel Newhouse,REP,WA,Incumbent,Won-General,1290023.57,4
Lieutenant Governor,Cyrus Habib,DEM,WA,Open,Won-General,1036816.22,nan
U.S. Representative,Rick Larsen,DEM,WA,Incumbent,Won-General,959856.66,2
Secretary Of State,Tina Podlodowski,DEM,WA,Challenger,Lost-General,923388.58,nan
U.S. Representative,Adam Smith,DEM,WA,Incumbent,Won-General,918503.93,9
Secretary Of State,Kimberley Wyman,REP,WA,Incumbent,Won-General,860053.0,nan
State Senator,Stephen Litzow,REP,WA,Incumbent,Lost-General,798129.11,41
Commissioner Of Public Lands,Steve McLaughlin,REP,WA,Open,Lost-General,730429.72,nan
State Senator,Lynda Wilson,REP,WA,Open,Won-General,562820.23,17
State Senator,Mark Mullet,DEM,WA,Incumbent,Won-General,561914.91,5
State Senator,Steven Oban,REP,WA,Incumbent,Won-General,555196.77,28
Commissioner Of Public Lands,Hilary Franz,DEM,WA,Open,Won-General,530137.17,nan
State Senator,Chad Magendanz,REP,WA,Challenger,Lost-General,497732.9,5
State Senator,Lisa Wellman,DEM,WA,Challenger,Won-General,487389.84,41
State Senator,Timothy Probst,INDEPENDENT DEMOCRATIC,WA,Open,Lost-General,480331.94,17
State Representative,John Lovick,DEM,WA,Open,Won-General,476445.04,441
State Senator,Barbara Bailey,REP,WA,Incumbent,Won-General,474269.57,10
U.S. Representative,Joe McDermott,DEM,WA,Open,Lost-Top Two Primary,469355.42,7
Lieutenant Governor,Steven Hobbs,DEM,WA,Open,Lost-Top Two Primary,465526.47,nan
U.S. Senator,Chris Vance,REP,WA,Challenger,Lost-General,436326.23,nan
State Senator,Marisa Peloquin,DEM,WA,Challenger,Lost-General,404680.0,28
