Candidate,Party,State,Office,Incumbency,Result,Total Money
"CAIN, EMILY ANN",DEMOCRATIC,ME,US HOUSE DISTRICT ME 002,Challenger,Lost-General,3475689.63
"POLIQUIN, BRUCE L",REPUBLICAN,ME,US HOUSE DISTRICT ME 002,Incumbent,Won-General,3424375.78
"PINGREE, ROCHELLE M (CHELLIE)",DEMOCRATIC,ME,US HOUSE DISTRICT ME 001,Incumbent,Won-General,609659.43
"HOLBROOK, MARK I",REPUBLICAN,ME,US HOUSE DISTRICT ME 001,Challenger,Lost-General,102603.75
"BELLOWS, SHENNA LEE",DEMOCRATIC,ME,SENATE DISTRICT 014,Open,Won-General,66615.54
"WHITTEMORE, RODNEY L",REPUBLICAN,ME,SENATE DISTRICT 003,Incumbent,Won-General,64896.98
"FULFORD, JONATHAN S",DEMOCRATIC,ME,SENATE DISTRICT 011,Challenger,Lost-General,64549.87
"JACKSON, TROY DALE",DEMOCRATIC,ME,SENATE DISTRICT 001,Open,Won-General,62961.95
"VOLK, AMY",REPUBLICAN,ME,SENATE DISTRICT 030,Incumbent,Won-General,62409.24
"CATERINA, JEAN-MARIE",DEMOCRATIC,ME,SENATE DISTRICT 030,Challenger,Lost-General,58489.07
"MIRAMANT, DAVID R",DEMOCRATIC,ME,SENATE DISTRICT 012,Incumbent,Won-General,57167.84
"GUERRETTE, TIMOTHY C",REPUBLICAN,ME,SENATE DISTRICT 001,Open,Lost-General,56862.46
"WARD JR, KARLETON S",REPUBLICAN,ME,HOUSE DISTRICT 131,Incumbent,Won-General,56847.51
"KILBOURN, JONATHAN",DEMOCRATIC,ME,SENATE DISTRICT 034,Challenger,Lost-General,49508.28
"CUSHING III, ANDRE E",REPUBLICAN,ME,SENATE DISTRICT 010,Incumbent,Won-General,47988.00
"DOW, DANA L",REPUBLICAN,ME,SENATE DISTRICT 013,Challenger,Won-General,47894.35
"SAVIELLO, THOMAS B",REPUBLICAN,ME,SENATE DISTRICT 017,Incumbent,Won-General,46112.06
"ONEILL, MOIRA K",DEMOCRATIC,ME,SENATE DISTRICT 007,Challenger,Lost-General,45314.49
"LONG, RICKY D",REPUBLICAN,ME,SENATE DISTRICT 002,Open,Lost-General,45244.23
"DILL, JAMES F",DEMOCRATIC,ME,SENATE DISTRICT 005,Incumbent,Won-General,45153.19
"MURPHY BECK, HENRY E",DEMOCRATIC,ME,SENATE DISTRICT 016,Challenger,Lost-General,43349.29
"KEIM, LISA",REPUBLICAN,ME,SENATE DISTRICT 018,Challenger,Won-General,42754.90
"CYRWAY, SCOTT W",REPUBLICAN,ME,SENATE DISTRICT 016,Incumbent,Won-General,42418.75
"BRAKEY, ERIC L",REPUBLICAN,ME,SENATE DISTRICT 020,Incumbent,Won-General,40938.45
"VITELLI, ELOISE A",DEMOCRATIC,ME,SENATE DISTRICT 023,Open,Won-General,40798.48
"EMERY, DAVID F",REPUBLICAN,ME,SENATE DISTRICT 012,Challenger,Lost-General,40379.56
"BOLAND, ANDREA M",DEMOCRATIC,ME,SENATE DISTRICT 033,Challenger,Lost-General,39910.20
"GRATWICK, GEOFFREY",DEMOCRATIC,ME,SENATE DISTRICT 009,Incumbent,Won-General,39774.57
"MCCABE, JEFFREY M",DEMOCRATIC,ME,SENATE DISTRICT 003,Challenger,Lost-General,39035.20
"JOHNSON, CHRISTOPHER K",DEMOCRATIC,ME,SENATE DISTRICT 013,Incumbent,Lost-General,37569.51
"WILLEY JR, N LAURENCE",REPUBLICAN,ME,SENATE DISTRICT 009,Challenger,Lost-General,37242.23
"LANGLEY, BRIAN D",REPUBLICAN,ME,SENATE DISTRICT 007,Incumbent,Won-General,36236.36
"CUTCHEN, BRYAN P",REPUBLICAN,ME,SENATE DISTRICT 014,Open,Lost-General,35754.30
"MASON, GARRETT PAUL",REPUBLICAN,ME,SENATE DISTRICT 022,Incumbent,Won-General,35080.50
"LEBIDA, GUY M",REPUBLICAN,ME,SENATE DISTRICT 023,Open,Lost-General,34104.44
"CHIPMAN, BENJAMIN M",DEMOCRATIC,ME,SENATE DISTRICT 027,Incumbent,Won-General,32997.79
"CHENETTE, JUSTIN M",DEMOCRATIC,ME,SENATE DISTRICT 031,Incumbent,Won-General,32360.90
"CARPENTER, MICHAEL E",DEMOCRATIC,ME,SENATE DISTRICT 002,Open,Won-General,31452.44
