office,candidate,party,state,incumbency,result,total money,district
U.S. Senator,Jerry Moran,REP,KS,Open,Won-General,6657792.56,nan
Governor,Sam Brownback,REP,KS,Open,Won-General,3145040.44,nan
U.S. Representative,Michael Richard Pompeo,REP,KS,Open,Won-General,2236876.53,4
U.S. Representative,Kevin Yoder,REP,KS,Open,Won-General,2064929.09,3
U.S. Representative,Raj Goyle,DEM,KS,Open,Lost-General,1886468.77,4
U.S. Representative,Lynn Jenkins,REP,KS,Incumbent,Won-General,1343571.39,2
U.S. Representative,Timothy Huelskamp,REP,KS,Open,Won-General,1164311.19,1
Attorney General,Steve Six,DEM,KS,Challenger,Lost-General,1005417.39,nan
U.S. Representative,Stephene Moore,DEM,KS,Open,Lost-General,965522.7,3
Attorney General,Derek Larkin Schmidt,REP,KS,Incumbent,Won-General,852717.06,nan
Governor,Thomas Holland,DEM,KS,Open,Lost-General,696349.14,nan
Treasurer,Dennis McKinney,DEM,KS,Incumbent,Lost-General,364338.54,nan
Secretary Of State,Chris Biggs,DEM,KS,Open,Lost-General,315912.83,nan
Secretary Of State,Kris Kobach,REP,KS,Open,Won-General,299983.45,nan
Insurance Commissioner,Sandy Praeger,REP,KS,Incumbent,Won-General,225817.21,nan
U.S. Representative,Alan Jilka,DEM,KS,Open,Lost-General,161279.69,1
Treasurer,Ron Estes,REP,KS,Challenger,Won-General,151082.28,nan
State Representative,Tony Brown,DEM,KS,Incumbent,Lost-General,142629.73,10
State Representative,Owen Donohoe,REP,KS,Incumbent,Won-General,121850.0,39
State Senator,Terrie Huntington,REP,KS,Incumbent,Won-General,98070.26,7
State Representative,Susan Mosier,REP,KS,Challenger,Won-General,97836.21,67
State Representative,Michael Oneal,REP,KS,Incumbent,Won-General,90674.18,104
State Senator,Jeff Longbine,REP,KS,Open,Won-General,82724.5,17
State Representative,Jim Denning,REP,KS,Challenger,Won-General,79491.93,19
State Representative,Ray Merrick,REP,KS,Incumbent,Won-General,69417.0,27
State Representative,Milack Talia,DEM,KS,Incumbent,Lost-General,69367.26,23
State Representative,Julie Menghini,DEM,KS,Incumbent,Lost-General,67948.86,3
State Representative,Arlen Siegfreid,REP,KS,Incumbent,Won-General,63155.0,15
State Representative,Lance Kinzer,REP,KS,Incumbent,Won-General,59999.2,14
