office,candidate,party,state,incumbency,result,total money,district
U.S. Senator,Jon Tester,DEM,MT,Incumbent,Won,20780570.78,nan
U.S. Senator,Matt Rosendale Sr.,REP,MT,Challenger,Lost,5644081.37,nan
U.S. Representative,Gregory Richard Gianforte,REP,MT,Incumbent,Won,4132166.23,1
U.S. Representative,Kathleen Williams,DEM,MT,Challenger,Lost,4026323.68,1
U.S. Senator,Troy Downing,REP,MT,Open,Lost,1268618.14,nan
U.S. Senator,Russell Fagg,REP,MT,Open,Lost,1040439.41,nan
U.S. Representative,John Heenan,DEM,MT,Open,Lost,883956.58,1
U.S. Representative,Grant Kier,DEM,MT,Open,Lost,771289.41,1
U.S. Senator,Albert Olszewski,REP,MT,Open,Lost,285270.48,nan
U.S. Representative,Jared Pettinato,DEM,MT,Open,Lost,78911.17,1
U.S. Representative,Lynda Bourque Moss,DEM,MT,Open,Lost,56765.57,1
Supreme Court Clerk,Rex Renk,DEM,MT,Open,Lost,55960.26,nan
Supreme Court-004,Beth Baker,IND,MT,Incumbent,Won,48191.45,nan
State Representative,Robert Farris-Olsen,DEM,MT,Open,Lost,23815.52,81
Public Service Commissioner District 001,Randall Pinocci,REP,MT,Open,Won,16177.86,nan
State Senator,Jedediah Lee Hinkle,REP,MT,Incumbent,Lost,15026.91,32
U.S. Representative,Elinor Swanson,LIB,MT,Challenger,Lost,12761.69,1
Supreme Court Clerk,Bowen Greenwood,REP,MT,Open,Won,12389.74,nan
State Representative,Marilyn Ryan,DEM,MT,Incumbent,Won,12348.0,99
Supreme Court-002,Ingrid Gustafson,IND,MT,Incumbent,Won,8610.0,nan
State Senator,Douglas Lee Kary,REP,MT,Incumbent,Won,8177.0,22
State Representative,Darrold Hutchinson,REP,MT,Open,Lost,6386.22,27
State Representative,Jade Bahr,DEM,MT,Open,Won,5310.0,50
State Representative,Leesha Ford,DEM,MT,Open,Lost,4350.9,21
Public Service Commissioner District 005,Andy Shirtliff,DEM,MT,Challenger,Lost,3951.0,nan
State Senator,Duane Ankney,REP,MT,Incumbent,Won,3925.66,20
Public Service Commissioner District 001,Rob Cook,REP,MT,Open,Lost,3840.0,nan
State Representative,Joey Chester,REP,MT,Challenger,Lost,3137.5,63
Public Service Commissioner District 001,Doug Kaercher,DEM,MT,Open,Lost,1825.0,nan
State Representative,Rickey Linafelter,REP,MT,Open,Lost,1525.0,21
Public Service Commissioner District 001,Mark Wicks,REP,MT,Open,Lost,950.0,nan
State Representative,Raney Tschida,REP,MT,Challenger,Lost,465.0,99
U.S. Senator,Ronald Murray,REP,MT,Open,Lost,455.1,nan
Public Service Commissioner District 005,Tyrel Suzor-Hoy,DEM,MT,Open,Lost,409.58,nan
State Representative,Greg Devries,REP,MT,Open,Won,396.78,75
State Representative,Alan Redfield,REP,MT,Incumbent,Won,279.0,59
Public Service Commissioner District 005,Brad Johnson,REP,MT,Incumbent,Won,170.0,nan
Public Service Commissioner District 001,Cory McKinney,REP,MT,Open,Lost,30.0,nan
State Representative,Tyson Runningwolf,DEM,MT,Open,Won,15.0,16
State Representative,Megan Petersen,DEM,MT,Challenger,Withdrew,15.0,53
State Senator,Mary McNally,DEM,MT,Incumbent,Won,0.0,24
State Representative,Jim Keane,DEM,MT,Incumbent,Won,0.0,73
State Representative,Jonathan Windy Boy,DEM,MT,Incumbent,Won,0.0,32
State Senator,Diane Sands,DEM,MT,Incumbent,Won,0.0,49
State Senator,Jill Cohenour,DEM,MT,Incumbent,Won,0.0,42
State Representative,Willis Curdy,DEM,MT,Incumbent,Won,0.0,98
State Representative,Sharon Stewart-Peregoy,DEM,MT,Incumbent,Won,0.0,42
State Representative,Zac Perry,DEM,MT,Incumbent,Won,0.0,3
State Senator,Bryce Bennett,DEM,MT,Open,Won,0.0,50
State Representative,Denise Hayman,DEM,MT,Incumbent,Won,0.0,66
State Representative,Kimberly Abbott,DEM,MT,Incumbent,Won,0.0,83
State Representative,Ryan Lynch,DEM,MT,Incumbent,Won,0.0,76
State Senator,Janet Ellis,DEM,MT,Open,Won,0.0,41
State Representative,Lisa Barton,DEM,MT,Challenger,Lost,0.0,40
State Representative,David Fern,DEM,MT,Incumbent,Won,0.0,5
State Representative,Marilyn Marler,DEM,MT,Open,Won,0.0,90
State Representative,Christopher Pope,DEM,MT,Open,Won,0.0,65
State Representative,Mark Sweeney,DEM,MT,Open,Won,0.0,77
State Representative,Jessica Karjala,DEM,MT,Incumbent,Won,0.0,48
State Senator,Carlie Boland,DEM,MT,Incumbent,Won,0.0,12
State Representative,Moffie Funk,DEM,MT,Incumbent,Won,0.0,82
State Representative,Katherin Kelker,DEM,MT,Incumbent,Won,0.0,47
State Representative,Patrick Weasel Head,DEM,MT,Open,Lost,0.0,89
State Representative,Andrea Olsen,DEM,MT,Incumbent,Won,0.0,100
State Representative,Laurie Bishop,DEM,MT,Incumbent,Won,0.0,60
State Representative,Casey Schreiner,DEM,MT,Incumbent,Won,0.0,26
State Senator,Tom Jacobson,DEM,MT,Open,Won,0.0,11
State Representative,Bridget Smith,DEM,MT,Incumbent,Won,0.0,31
State Representative,Patricia Rae Peppers,DEM,MT,Incumbent,Won,0.0,41
State Representative,Thomas Woods,DEM,MT,Incumbent,Won,0.0,62
State Representative,Jenny Eck,DEM,MT,Incumbent,Withdrew,0.0,79
State Representative,Gordon Pierson Jr.,DEM,MT,Incumbent,Won,0.0,78
State Representative,Kimberly Dudik,DEM,MT,Incumbent,Won,0.0,94
State Representative,Bradley Hamlett,DEM,MT,Incumbent,Won,0.0,23
