office,candidate,party,state,incumbency,result,total money,district
U.S. Senator,Heidi Heitkamp,DEMOCRATIC-NPL,ND,Incumbent,Lost,28076789.9,nan
U.S. Senator,Kevin Cramer,REP,ND,Challenger,Won,6022722.35,nan
U.S. Representative,Kelly Armstrong,REP,ND,Open,Won,1744663.1,1
U.S. Representative,Mac Schneider,DEMOCRATIC-NPL,ND,Open,Lost,758561.03,1
U.S. Representative,Tom Campbell,REP,ND,Open,Lost,750776.87,1
State Representative,Richard Becker,REP,ND,Incumbent,Lost,12950.0,43
State Representative,Pamela Anderson,DEMOCRATIC-NPL,ND,Incumbent,Won,800.0,41
State Representative,Thomas Beadle,REP,ND,Incumbent,Won,600.0,27
State Representative,Tracy Boe,DEMOCRATIC-NPL,ND,Incumbent,Won,300.0,9
Public Service Commissioner,Casey Buchmann,DEM,ND,Challenger,Lost,0.0,nan
State Senator,Tim Mathern,DEMOCRATIC-NPL,ND,Incumbent,Won,0.0,11
State Representative,Fern Pokorny,DEMOCRATIC-NPL,ND,Challenger,Lost,0.0,37
State Senator,Joan Heckaman,DEMOCRATIC-NPL,ND,Incumbent,Won,0.0,23
State Senator,Jonell Bakke,DEMOCRATIC-NPL,ND,Challenger,Won,0.0,43
Agriculture Commissioner,Jim Dotzenrod,DEMOCRATIC-NPL,ND,Challenger,Lost,0.0,nan
State Representative,Marvin Nelson,DEMOCRATIC-NPL,ND,Incumbent,Won,0.0,9
State Representative,Ron Guggisberg,DEMOCRATIC-NPL,ND,Incumbent,Won,0.0,11
State Senator,Kathy Hogan,DEMOCRATIC-NPL,ND,Open,Won,0.0,21
State Representative,Mary Schneider,DEMOCRATIC-NPL,ND,Incumbent,Won,0.0,21
State Senator,Perry Miller,DEMOCRATIC-NPL,ND,Challenger,Lost,0.0,25
State Representative,Keith Fernsler,DEMOCRATIC-NPL,ND,Challenger,Lost,0.0,37
Tax Commissioner,Kylie Oversen,DEMOCRATIC-NPL,ND,Challenger,Lost,0.0,nan
Secretary Of State,Joshua Boschee,DEMOCRATIC-NPL,ND,Challenger,Lost,0.0,nan
State Senator,Richard Marcellais,DEMOCRATIC-NPL,ND,Incumbent,Won,0.0,9
State Representative,Mary Schlosser,DEMOCRATIC-NPL,ND,Challenger,Lost,0.0,29
State Representative,Alisa Mitskog,DEMOCRATIC-NPL,ND,Incumbent,Won,0.0,25
State Senator,Erin Oban,DEMOCRATIC-NPL,ND,Incumbent,Won,0.0,35
State Senator,Melissa Johnson,DEMOCRATIC-NPL,ND,Challenger,Lost,0.0,1
Public Service Commissioner,Jean Brandt,DEMOCRATIC-NPL,ND,Challenger,Lost,0.0,nan
State Senator,Rachele Hall,DEMOCRATIC-NPL,ND,Challenger,Lost,0.0,31
State Representative,Gretchen Dobervich,DEMOCRATIC-NPL,ND,Incumbent,Won,0.0,11
State Representative,Landis Larson,DEMOCRATIC-NPL,ND,Challenger,Lost,0.0,13
State Representative,Brandon Medenwald,DEMOCRATIC-NPL,ND,Challenger,Lost,0.0,41
State Representative,Crysta Parkinson,DEMOCRATIC-NPL,ND,Challenger,Lost,0.0,1
State Representative,Mary Adams,DEMOCRATIC-NPL,ND,Challenger,Won,0.0,43
State Senator,Travis Brazelton,DEMOCRATIC-NPL,ND,Challenger,Lost,0.0,37
