office,candidate,party,state,incumbency,result,total money,district
U.S. Representative,Markwayne Mullin,REP,OK,Open,Won-General,1694170.17,2
U.S. Representative,Frank Lucas,REP,OK,Incumbent,Won-General,1652599.11,3
U.S. Representative,Rob Wallace,DEM,OK,Open,Lost-General,1190563.78,2
U.S. Representative,James Paul Lankford,REP,OK,Incumbent,Won-General,1150382.98,5
U.S. Representative,Tom Cole,REP,OK,Incumbent,Won-General,1024143.68,4
U.S. Representative,Jim Bridenstine,REP,OK,Open,Won-General,785802.69,1
State Senator,Clark Jolley,REP,OK,Incumbent,Won-General,604501.48,41
U.S. Representative,Wayne Herriman,DEM,OK,Open,Lost-Primary Runoff,591778.9,2
State Senator,Susan Paddack,DEM,OK,Incumbent,Won-General,559550.79,13
U.S. Representative,George Faught,REP,OK,Open,Lost-Primary Runoff,498760.89,2
Corporation Commissioner,Bob Anthony,REP,OK,Incumbent,Default Winner-General,430146.53,nan
Corporation Commissioner,Patrice Douglas,REP,OK,Incumbent,Default Winner-General,385025.69,nan
State Senator,Michael Mazzei,REP,OK,Incumbent,Default Winner-General,377327.33,25
State Senator,Dan Newberry,REP,OK,Incumbent,Default Winner-General,343213.14,37
U.S. Representative,John Olson,DEM,OK,Open,Lost-General,325696.73,1
State Representative,Tahrohon Wayne Shannon,REP,OK,Incumbent,Default Winner-General,301724.24,62
State Senator,Brian Crain,REP,OK,Incumbent,Won-General,271022.25,39
State Representative,Charles McCall,REP,OK,Open,Won-General,244291.73,22
State Senator,Don Barrington,REP,OK,Incumbent,Won-General,223056.4,31
State Representative,Mike Sanders,REP,OK,Incumbent,Default Winner-General,209015.19,59
State Senator,Ron Justice,REP,OK,Incumbent,Default Winner-General,198548.72,23
State Representative,Lisa Billy,REP,OK,Incumbent,Won-General,197114.82,42
State Senator,Jerry Ellis,DEM,OK,Incumbent,Won-General,196359.97,5
State Senator,Earl Garrison,DEM,OK,Incumbent,Won-General,195070.16,9
State Representative,Randy McDaniel,REP,OK,Incumbent,Won-General,193174.11,83
State Representative,David Dank,REP,OK,Incumbent,Default Winner-General,183626.49,85
State Senator,John Ford,REP,OK,Incumbent,Default Winner-General,171016.89,29
State Representative,Kay Floyd,DEM,OK,Open,Won-General,164627.92,88
State Senator,Bryce Marlatt,REP,OK,Incumbent,Won-General,164202.99,27
State Representative,Jason Nelson,REP,OK,Incumbent,Won-General,156571.69,87
U.S. Representative,Tom Guild,DEM,OK,Challenger,Lost-General,154332.72,5
State Senator,Jabar Shumate,DEM,OK,Open,Won-General,148722.07,11
State Representative,Skye Deann McNiel,REP,OK,Incumbent,Won-General,147689.33,29
