office,candidate,party,state,incumbency,result,total money,district
State Senator,Arlo Ellison,DEM,CT,Challenger,Lost-General,212805.0,26
State Senator,Jonathan Harris,DEM,CT,Open,Won-General,193575.12,5
State Senator,Biagio Ciotto,DEM,CT,Incumbent,Won-General,193301.0,9
State Senator,Edward Meyer,DEM,CT,Challenger,Won-General,191607.6,12
State Senator,Gayle Slossberg,DEM,CT,Challenger,Won-General,157235.9,14
State Senator,William Aniskovich,REP,CT,Incumbent,Lost-General,157177.0,12
State Senator,Kevin Connors,REP,CT,Open,Lost-General,136897.04,5
State Senator,Andrew McDonald,DEM,CT,Incumbent,Won-General,133388.0,27
State Senator,Robert Russo III,REP,CT,Challenger,Lost-General,120448.08,22
State Senator,Robert Duff,DEM,CT,Open,Won-General,119466.97,25
State Senator,Winthrop Smith Jr.,REP,CT,Incumbent,Lost-General,112660.55,14
State Senator,Edith Prague,DEM,CT,Incumbent,Won-General,92647.6,19
State Senator,Andrew Maynard,DEM,CT,Challenger,Lost-General,89820.73,18
State Senator,Andrea Stillman,DEM,CT,Open,Won-General,84605.16,20
State Senator,Bill Finch,DEM,CT,Incumbent,Won-General,83945.0,22
State Senator,Christopher Murphy,DEM,CT,Incumbent,Won-General,83576.94,16
State Senator,Ralph Capenera,REP,CT,Challenger,Lost-General,77750.21,9
State Senator,David Cappiello,REP,CT,Incumbent,Won-General,77308.0,24
State Senator,Jeff Konspore,REP,CT,Open,Lost-General,74895.17,25
State Senator,Cathy Welles Cook,REP,CT,Incumbent,Won-General,70630.0,18
State Senator,Mark Diebolt,REP,CT,Open,Lost-General,69631.57,20
State Senator,Catherine Marx,REP,CT,Challenger,Lost-General,67764.38,19
State Senator,Beverly Bobroske,REP,CT,Challenger,Lost-General,65396.45,31
State Senator,William Nickerson,REP,CT,Incumbent,Won-General,65113.83,36
State Representative,Art Feltman,DEM,CT,Incumbent,Won-General,63997.12,6
State Senator,Eileen Daily,DEM,CT,Incumbent,Won-General,60259.98,33
State Senator,Leonard Fasano Jr.,REP,CT,Incumbent,Won-General,59596.0,34
State Representative,Raymond Kalinowski,REP,CT,Incumbent,Won-General,59540.85,100
State Senator,Anthony Guglielmo,REP,CT,Incumbent,Won-General,59487.27,35
State Senator,Thomas Colapietro,DEM,CT,Incumbent,Won-General,58284.0,31
State Representative,James Shapiro,DEM,CT,Open,Won-General,58127.64,144
State Senator,Donald Defronzo,DEM,CT,Incumbent,Won-General,52883.0,6
State Representative,John Frey,REP,CT,Incumbent,Won-General,51667.45,111
State Senator,Judith Freedman,REP,CT,Incumbent,Won-General,49582.95,26
State Senator,Mary Ann Handley,DEM,CT,Incumbent,Won-General,49081.15,4
State Representative,Callie Sullivan,DEM,CT,Challenger,Lost-General,47590.0,141
State Representative,Reece Painter,DEM,CT,Open,Lost-General,45336.68,50
State Representative,Roberta Willis,DEM,CT,Incumbent,Won-General,45288.04,64
State Senator,Louis Deluca,REP,CT,Incumbent,Won-General,44742.36,32
State Senator,Martin Looney,DEM,CT,Incumbent,Won-General,44545.0,11
State Senator,Thomas Gaffey,DEM,CT,Incumbent,Won-General,44350.0,13
State Senator,Bill Kiner,DEM,CT,Challenger,Lost-General,42751.75,7
State Representative,Ken Bernhard,REP,CT,Incumbent,Lost-General,41693.93,136
State Senator,John McKinney,REP,CT,Incumbent,Won-General,40015.0,28
State Senator,Eric Coleman,DEM,CT,Incumbent,Won-General,39185.0,2
State Representative,William Aman,REP,CT,Open,Won-General,39087.13,14
State Senator,Ernest Newton II,DEM,CT,Incumbent,Won-General,38084.19,23
State Senator,Joseph Crisco Jr.,DEM,CT,Incumbent,Won-General,37480.0,17
State Representative,Hank Bielawa,REP,CT,Incumbent,Won-General,36301.86,2
State Representative,Gerald Fox III,DEM,CT,Open,Won-General,35951.56,146
State Representative,Theodore Raczka,DEM,CT,Challenger,Lost-General,35854.77,100
State Senator,Gary Lebeau,DEM,CT,Incumbent,Won-General,34990.63,3
State Representative,John Harkins,REP,CT,Incumbent,Won-General,34957.7,120
State Representative,Selim Noujaim,REP,CT,Incumbent,Won-General,34060.27,74
State Senator,Donald Williams Jr.,DEM,CT,Incumbent,Won-General,33915.0,29
State Representative,Steve Fontana,DEM,CT,Incumbent,Won-General,33875.0,87
State Representative,Lewis Wallace,DEM,CT,Incumbent,Won-General,33721.22,109
State Representative,Olivia Floren,REP,CT,Incumbent,Won-General,33178.0,149
State Senator,Joan Hartley,DEM,CT,Incumbent,Won-General,32400.0,15
State Representative,James Rubino,REP,CT,Open,Lost-General,32255.94,144
State Representative,Jeffrey Berger,DEM,CT,Incumbent,Won-General,32149.43,73
State Representative,Toni Edmonds Walker,DEM,CT,Incumbent,Won-General,31812.91,93
State Representative,James Throwe,DEM,CT,Open,Lost-General,31143.4,14
State Senator,Thomas Herlihy Jr.,REP,CT,Incumbent,Won-General,30875.0,8
State Representative,Tom Reynolds,DEM,CT,Open,Won-General,30867.82,42
State Representative,Demetrios Giannaros,DEM,CT,Incumbent,Won-General,30519.81,21
State Senator,Toni Harp,DEM,CT,Incumbent,Won-General,30223.85,10
State Representative,Gail Hamm,DEM,CT,Incumbent,Won-General,30055.11,34
State Representative,Antonio Guerrera,DEM,CT,Incumbent,Won-General,29942.92,29
State Representative,Melissa Engel,REP,CT,Challenger,Lost-General,29942.84,34
State Representative,Walter Pawelkiewicz,DEM,CT,Incumbent,Won-General,29796.67,49
State Representative,Antonietta Boucher,REP,CT,Incumbent,Won-General,29290.34,143
State Representative,Paul Suprin,REP,CT,Open,Lost-General,29228.54,38
State Representative,Paul Davis,DEM,CT,Open,Won-General,29088.0,117
State Representative,Linda Bacchiochi,REP,CT,Incumbent,Won-General,28835.37,52
State Representative,Carlo Leone,DEM,CT,Incumbent,Won-General,28741.65,148
State Representative,David Aldarondo,DEM,CT,Open,Won-General,28582.93,75
State Representative,Kevin Witkos,REP,CT,Incumbent,Won-General,28565.0,17
State Representative,Ryan Barry,DEM,CT,Incumbent,Won-General,28420.0,12
State Representative,Michael Lynch,REP,CT,Challenger,Lost-General,28387.05,64
State Representative,Robert Heagney,REP,CT,Incumbent,Won-General,27245.0,16
State Representative,Deborah Heinrich,DEM,CT,Challenger,Won-General,27165.34,101
State Representative,John Leahy,REP,CT,Open,Lost-General,26720.1,37
State Senator,Andrew Roraback,REP,CT,Incumbent,Won-General,26527.61,30
State Representative,Joseph Serra,DEM,CT,Incumbent,Won-General,26155.0,33
State Representative,Themis Klarides,REP,CT,Incumbent,Won-General,25925.0,114
State Representative,Michael Alberts,REP,CT,Open,Won-General,25522.69,50
State Representative,Jason Bartlett,DEM,CT,Challenger,Lost-General,25350.0,2
State Representative,Joseph Romano Jr.,REP,CT,Open,Lost-General,25316.05,104
State Representative,George Wilber,DEM,CT,Incumbent,Won-General,25301.79,63
State Representative,Ernest Hewett,DEM,CT,Open,Won-General,25140.15,39
State Representative,Kevin Delgobbo,REP,CT,Incumbent,Won-General,24945.27,70
State Representative,John Stone,REP,CT,Incumbent,Won-General,24300.0,134
State Representative,Anne Ruwet,REP,CT,Incumbent,Won-General,24273.75,65
State Representative,David McCluskey,DEM,CT,Incumbent,Won-General,24203.22,20
State Representative,David Labriola,REP,CT,Incumbent,Won-General,24015.0,131
State Representative,Brian Elliott,REP,CT,Open,Lost-General,23662.77,117
State Representative,James Amann,DEM,CT,Incumbent,Won-General,23495.0,118
State Representative,Walter Cusson,DEM,CT,Challenger,Lost-General,23291.76,31
State Representative,Edwin Jutila,DEM,CT,Open,Won-General,23288.85,37
State Representative,Robert Ward,REP,CT,Incumbent,Won-General,23142.27,86
State Representative,John Ryan,REP,CT,Incumbent,Won-General,23100.0,141
State Representative,Christopher Donovan,DEM,CT,Incumbent,Won-General,22666.0,84
State Representative,Tr Rowe,REP,CT,Incumbent,Won-General,22567.58,123
State Representative,Debralee Hovey,REP,CT,Incumbent,Won-General,22559.92,112
State Representative,Alfred Adinolfi,REP,CT,Incumbent,Won-General,22400.0,103
State Representative,Lynda Colavecchio,REP,CT,Challenger,Lost-General,22310.0,63
